position,reads,tRL,tLR,fwd strand,rev strand,Normalized Reads,Normalized Fwd Reads,Normalized Rev Reads
534,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
599,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
600,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
605,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
608,18,0.0,0.0,0.0,18.0,18.0,0.0,18.0
609,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
610,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
612,16,0.0,0.0,0.0,16.0,16.0,0.0,16.0
644,23,0.0,0.0,23.0,0.0,23.0,23.0,0.0
649,19,0.0,0.0,19.0,0.0,19.0,19.0,0.0
675,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
713,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
718,20,0.0,0.0,0.0,20.0,20.0,0.0,20.0
719,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
720,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
725,65,0.0,0.0,0.0,65.0,65.0,0.0,65.0
728,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
730,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
737,16,0.0,0.0,0.0,16.0,16.0,0.0,16.0
742,4,0.0,0.0,0.0,4.0,4.0,0.0,4.0
748,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
763,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
765,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
771,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
775,12,0.0,0.0,0.0,12.0,12.0,0.0,12.0
785,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
793,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
795,5,0.0,0.0,5.0,0.0,5.0,5.0,0.0
797,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
800,11,0.0,0.0,11.0,0.0,11.0,11.0,0.0
807,13,0.0,0.0,13.0,0.0,13.0,13.0,0.0
808,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
810,20,0.0,0.0,0.0,20.0,20.0,0.0,20.0
812,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
816,6,0.0,0.0,3.0,3.0,6.0,3.0,3.0
818,7,0.0,0.0,7.0,0.0,7.0,7.0,0.0
823,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
828,7,0.0,0.0,1.0,6.0,7.0,1.0,6.0
830,5,0.0,0.0,5.0,0.0,5.0,5.0,0.0
833,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
836,6,0.0,0.0,4.0,2.0,6.0,4.0,2.0
838,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
841,9,0.0,0.0,0.0,9.0,9.0,0.0,9.0
844,12,0.0,0.0,5.0,7.0,12.0,5.0,7.0
853,31,0.0,0.0,13.0,18.0,31.0,13.0,18.0
858,11,0.0,0.0,1.0,10.0,11.0,1.0,10.0
863,12,0.0,0.0,10.0,2.0,12.0,10.0,2.0
865,81,0.0,0.0,47.0,34.0,81.0,47.0,34.0
868,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
870,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
873,8,0.0,0.0,7.0,1.0,8.0,7.0,1.0
874,20,0.0,0.0,14.0,6.0,20.0,14.0,6.0
877,4,0.0,0.0,0.0,4.0,4.0,0.0,4.0
886,17,0.0,0.0,0.0,17.0,17.0,0.0,17.0
891,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
910,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
920,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
921,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
926,28,0.0,0.0,6.0,22.0,28.0,6.0,22.0
935,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
966,43,0.0,0.0,43.0,0.0,43.0,43.0,0.0
967,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
968,24,0.0,0.0,24.0,0.0,24.0,24.0,0.0
983,11,0.0,0.0,0.0,11.0,11.0,0.0,11.0
984,8,0.0,0.0,0.0,8.0,8.0,0.0,8.0
990,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1002,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1005,5,0.0,5.0,0.0,5.0,5.0,0.0,5.0
1012,6,0.0,6.0,0.0,6.0,6.0,0.0,6.0
1015,3,0.0,3.0,0.0,3.0,3.0,0.0,3.0
1020,9,0.0,9.0,0.0,9.0,9.0,0.0,9.0
1030,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1032,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1042,10,0.0,10.0,0.0,10.0,10.0,0.0,10.0
1043,7,0.0,7.0,0.0,7.0,7.0,0.0,7.0
1046,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1047,3,0.0,3.0,0.0,3.0,3.0,0.0,3.0
1048,10288,47.0,10241.0,47.0,10241.0,10288.0,47.0,10241.0
1049,3321,4.0,3317.0,4.0,3317.0,3321.0,4.0,3317.0
1050,73,0.0,73.0,0.0,73.0,73.0,0.0,73.0
1051,8619,50.0,8569.0,50.0,8569.0,8619.0,50.0,8569.0
1052,149160,582.0,148578.0,582.0,148578.0,149160.0,582.0,148578.0
1053,57298,287.0,57011.0,287.0,57011.0,57298.0,287.0,57011.0
1054,98,0.0,98.0,0.0,98.0,98.0,0.0,98.0
1055,1093,0.0,1093.0,0.0,1093.0,1093.0,0.0,1093.0
1056,2851,15.0,2836.0,15.0,2836.0,2851.0,15.0,2836.0
1057,7322,40.0,7282.0,40.0,7282.0,7322.0,40.0,7282.0
1058,15,0.0,15.0,0.0,15.0,15.0,0.0,15.0
1060,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1061,797,1.0,796.0,1.0,796.0,797.0,1.0,796.0
1062,133,0.0,133.0,0.0,133.0,133.0,0.0,133.0
1064,246,4.0,242.0,4.0,242.0,246.0,4.0,242.0
1065,33,0.0,33.0,0.0,33.0,33.0,0.0,33.0
1066,5,0.0,5.0,0.0,5.0,5.0,0.0,5.0
1068,5,0.0,5.0,0.0,5.0,5.0,0.0,5.0
1069,3,0.0,3.0,0.0,3.0,3.0,0.0,3.0
1072,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1085,3,0.0,3.0,0.0,3.0,3.0,0.0,3.0
1131,9,0.0,0.0,0.0,9.0,9.0,0.0,9.0
1133,7,0.0,0.0,0.0,7.0,7.0,0.0,7.0
1145,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1155,10,0.0,0.0,10.0,0.0,10.0,10.0,0.0
1158,9,0.0,0.0,0.0,9.0,9.0,0.0,9.0
1190,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1202,12,0.0,0.0,12.0,0.0,12.0,12.0,0.0
1204,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1207,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
1244,4,0.0,0.0,0.0,4.0,4.0,0.0,4.0
1248,12,0.0,0.0,12.0,0.0,12.0,12.0,0.0
1252,7,0.0,0.0,7.0,0.0,7.0,7.0,0.0
1253,14,0.0,0.0,14.0,0.0,14.0,14.0,0.0
1275,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1279,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1298,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1300,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1324,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
1325,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1333,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1340,7,0.0,0.0,3.0,4.0,7.0,3.0,4.0
1345,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1353,8,0.0,0.0,0.0,8.0,8.0,0.0,8.0
1362,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1367,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1374,4,0.0,0.0,0.0,4.0,4.0,0.0,4.0
1387,4,0.0,0.0,0.0,4.0,4.0,0.0,4.0
1401,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
1410,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
1430,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
1451,3,0.0,0.0,1.0,2.0,3.0,1.0,2.0
1457,10,0.0,0.0,10.0,0.0,10.0,10.0,0.0
1472,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1494,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1506,5,0.0,0.0,3.0,2.0,5.0,3.0,2.0
1512,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1517,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1518,5,0.0,0.0,5.0,0.0,5.0,5.0,0.0
1519,4,0.0,0.0,0.0,4.0,4.0,0.0,4.0
1520,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1531,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1549,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1554,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1558,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1570,16,0.0,0.0,4.0,12.0,16.0,4.0,12.0
1573,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1577,20,0.0,0.0,18.0,2.0,20.0,18.0,2.0
1579,11,0.0,0.0,3.0,8.0,11.0,3.0,8.0
1583,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1584,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1585,25,0.0,0.0,24.0,1.0,25.0,24.0,1.0
1591,88,0.0,0.0,88.0,0.0,88.0,88.0,0.0
1593,28,0.0,0.0,28.0,0.0,28.0,28.0,0.0
1598,11,0.0,0.0,11.0,0.0,11.0,11.0,0.0
1601,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1603,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1607,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1614,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1617,19,0.0,0.0,19.0,0.0,19.0,19.0,0.0
1618,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1619,14,0.0,0.0,14.0,0.0,14.0,14.0,0.0
1621,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1622,7,0.0,0.0,7.0,0.0,7.0,7.0,0.0
1624,8,0.0,0.0,0.0,8.0,8.0,0.0,8.0
1625,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1626,8,0.0,0.0,0.0,8.0,8.0,0.0,8.0
1629,22,0.0,0.0,17.0,5.0,22.0,17.0,5.0
1631,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1635,11,0.0,0.0,4.0,7.0,11.0,4.0,7.0
1636,68,0.0,0.0,24.0,44.0,68.0,24.0,44.0
1638,7,0.0,0.0,3.0,4.0,7.0,3.0,4.0
1641,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
1644,3,0.0,0.0,1.0,2.0,3.0,1.0,2.0
1645,6,0.0,0.0,5.0,1.0,6.0,5.0,1.0
1647,43,0.0,0.0,6.0,37.0,43.0,6.0,37.0
1649,30,0.0,0.0,3.0,27.0,30.0,3.0,27.0
1650,13,0.0,0.0,3.0,10.0,13.0,3.0,10.0
1651,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1652,38,0.0,0.0,24.0,14.0,38.0,24.0,14.0
1654,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1656,18,0.0,0.0,0.0,18.0,18.0,0.0,18.0
1657,23,0.0,0.0,0.0,23.0,23.0,0.0,23.0
1659,172,0.0,0.0,10.0,162.0,172.0,10.0,162.0
1661,8,0.0,0.0,0.0,8.0,8.0,0.0,8.0
1662,32,0.0,0.0,3.0,29.0,32.0,3.0,29.0
1663,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1664,111,0.0,0.0,5.0,106.0,111.0,5.0,106.0
1669,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
1670,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1671,98,0.0,0.0,0.0,98.0,98.0,0.0,98.0
1674,7,0.0,0.0,2.0,5.0,7.0,2.0,5.0
1679,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1680,53,0.0,0.0,15.0,38.0,53.0,15.0,38.0
1682,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1683,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1684,9,0.0,0.0,3.0,6.0,9.0,3.0,6.0
1685,40,0.0,0.0,28.0,12.0,40.0,28.0,12.0
1689,49,0.0,0.0,1.0,48.0,49.0,1.0,48.0
1690,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1692,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1695,25,0.0,0.0,0.0,25.0,25.0,0.0,25.0
1697,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1698,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1700,48,0.0,0.0,0.0,48.0,48.0,0.0,48.0
1701,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1702,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1705,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1706,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1710,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1711,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1715,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1720,40,0.0,0.0,2.0,38.0,40.0,2.0,38.0
1723,4,0.0,0.0,2.0,2.0,4.0,2.0,2.0
1727,16,0.0,0.0,0.0,16.0,16.0,0.0,16.0
1731,15,0.0,0.0,0.0,15.0,15.0,0.0,15.0
1736,16,0.0,0.0,1.0,15.0,16.0,1.0,15.0
1751,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
1765,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1770,8,0.0,0.0,8.0,0.0,8.0,8.0,0.0
1773,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1827,14,0.0,0.0,14.0,0.0,14.0,14.0,0.0
1829,8,0.0,0.0,2.0,6.0,8.0,2.0,6.0
1859,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1868,11,0.0,0.0,7.0,4.0,11.0,7.0,4.0
1871,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
1904,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1906,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1915,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
1917,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1933,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
1942,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1945,7,0.0,0.0,0.0,7.0,7.0,0.0,7.0
1952,8,0.0,0.0,8.0,0.0,8.0,8.0,0.0
1962,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
1965,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
1992,16,0.0,0.0,16.0,0.0,16.0,16.0,0.0
2020,16,0.0,0.0,16.0,0.0,16.0,16.0,0.0
2023,14,0.0,0.0,14.0,0.0,14.0,14.0,0.0
2038,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
2042,8,0.0,0.0,8.0,0.0,8.0,8.0,0.0
2053,5,0.0,0.0,5.0,0.0,5.0,5.0,0.0
2055,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2065,7,0.0,0.0,7.0,0.0,7.0,7.0,0.0
2068,13,0.0,0.0,13.0,0.0,13.0,13.0,0.0
2074,26,0.0,0.0,26.0,0.0,26.0,26.0,0.0
2090,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2092,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
2095,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
2104,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
2109,5,0.0,0.0,5.0,0.0,5.0,5.0,0.0
2117,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2143,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2153,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2174,7,0.0,0.0,0.0,7.0,7.0,0.0,7.0
2178,16,0.0,0.0,1.0,15.0,16.0,1.0,15.0
2181,15,0.0,0.0,0.0,15.0,15.0,0.0,15.0
2186,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2196,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
2215,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
2232,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2233,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
2234,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2238,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2245,11,0.0,0.0,11.0,0.0,11.0,11.0,0.0
2249,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
2254,6,0.0,0.0,6.0,0.0,6.0,6.0,0.0
2295,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2308,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2310,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2316,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
2321,4,0.0,0.0,1.0,3.0,4.0,1.0,3.0
2338,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
2345,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2347,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2349,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2355,11,0.0,0.0,0.0,11.0,11.0,0.0,11.0
2378,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2386,3,0.0,0.0,3.0,0.0,3.0,3.0,0.0
2493,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2494,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
2496,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2503,5,0.0,0.0,0.0,5.0,5.0,0.0,5.0
2506,10,0.0,0.0,10.0,0.0,10.0,10.0,0.0
2513,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2520,13,0.0,0.0,13.0,0.0,13.0,13.0,0.0
2534,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2535,18,0.0,0.0,18.0,0.0,18.0,18.0,0.0
2537,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2544,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2549,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
2550,3,0.0,0.0,1.0,2.0,3.0,1.0,2.0
2553,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2559,11,0.0,0.0,6.0,5.0,11.0,6.0,5.0
2562,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2563,4,0.0,0.0,4.0,0.0,4.0,4.0,0.0
2571,19,0.0,0.0,14.0,5.0,19.0,14.0,5.0
2572,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2579,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2580,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2584,11,0.0,0.0,10.0,1.0,11.0,10.0,1.0
2586,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2608,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
2614,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
2617,6,0.0,0.0,0.0,6.0,6.0,0.0,6.0
2619,9,0.0,0.0,0.0,9.0,9.0,0.0,9.0
2623,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2628,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2631,2,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2639,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2650,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0
2655,26,0.0,0.0,0.0,26.0,26.0,0.0,26.0
2663,3,0.0,0.0,0.0,3.0,3.0,0.0,3.0
2669,10,0.0,0.0,2.0,8.0,10.0,2.0,8.0
2693,18,0.0,0.0,18.0,0.0,18.0,18.0,0.0
