position,reads,tRL,tLR,fwd strand,rev strand,Normalized Reads,Normalized Fwd Reads,Normalized Rev Reads
2042,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
2055,12,0.0,0.0,12.0,0.0,13.2,13.2,0.0
2065,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2068,7,0.0,0.0,4.0,3.0,7.7,4.4,3.3
2074,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
2077,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
2078,16,0.0,0.0,2.0,14.0,17.6,2.2,15.4
2090,11,0.0,0.0,1.0,10.0,12.1,1.1,11.0
2092,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2102,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2109,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
2127,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
2128,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2133,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2143,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2148,5,0.0,0.0,1.0,4.0,5.5,1.1,4.4
2156,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
2190,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
2193,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2206,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
2215,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2238,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
2245,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2254,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
2262,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2278,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2284,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2295,7,0.0,0.0,0.0,7.0,7.7,0.0,7.7
2296,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2310,9,0.0,0.0,0.0,9.0,9.9,0.0,9.9
2352,7,0.0,0.0,0.0,7.0,7.7,0.0,7.7
2355,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2365,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
2398,7,0.0,0.0,7.0,0.0,7.7,7.7,0.0
2404,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
2414,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2422,8,0.0,0.0,8.0,0.0,8.8,8.8,0.0
2429,7,0.0,0.0,7.0,0.0,7.7,7.7,0.0
2446,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
2449,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
2454,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2464,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2470,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2483,6,0.0,0.0,6.0,0.0,6.6,6.6,0.0
2532,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
2533,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2536,9,0.0,0.0,9.0,0.0,9.9,9.9,0.0
2541,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2549,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2553,24,0.0,0.0,13.0,11.0,26.41,14.3,12.1
2559,9,0.0,0.0,9.0,0.0,9.9,9.9,0.0
2562,4,0.0,0.0,2.0,2.0,4.4,2.2,2.2
2571,5,0.0,0.0,2.0,3.0,5.5,2.2,3.3
2572,7,0.0,0.0,0.0,7.0,7.7,0.0,7.7
2584,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
2591,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2595,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2596,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2607,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
2610,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2617,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
2618,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
2619,14,0.0,0.0,14.0,0.0,15.4,15.4,0.0
2622,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
2639,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2643,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
2644,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2655,18,0.0,0.0,5.0,13.0,19.8,5.5,14.3
2656,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2663,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
2671,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
2688,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
2693,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
2698,12,0.0,0.0,0.0,12.0,13.2,0.0,13.2
