position,reads,tRL,tLR,fwd strand,rev strand,Normalized Reads,Normalized Fwd Reads,Normalized Rev Reads
858,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
862,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
863,3,0.0,0.0,1.0,2.0,3.38,1.13,2.25
865,55,0.0,0.0,17.0,38.0,61.88,19.13,42.75
870,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
874,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
886,8,0.0,0.0,6.0,2.0,9.0,6.75,2.25
904,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
917,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
926,4,0.0,0.0,3.0,1.0,4.5,3.38,1.13
938,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
954,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
956,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
966,69,0.0,0.0,69.0,0.0,77.63,77.63,0.0
967,31,0.0,0.0,31.0,0.0,34.88,34.88,0.0
983,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
984,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
995,6,0.0,0.0,6.0,0.0,6.75,6.75,0.0
1003,2,2.0,0.0,2.0,0.0,2.25,2.25,0.0
1015,5,0.0,5.0,0.0,5.0,5.63,0.0,5.63
1020,9,8.0,1.0,8.0,1.0,10.13,9.0,1.13
1032,23,0.0,23.0,0.0,23.0,25.88,0.0,25.88
1036,1,0.0,1.0,0.0,1.0,1.13,0.0,1.13
1037,2,0.0,2.0,0.0,2.0,2.25,0.0,2.25
1041,26,0.0,26.0,0.0,26.0,29.25,0.0,29.25
1042,27,0.0,27.0,0.0,27.0,30.38,0.0,30.38
1043,10,0.0,10.0,0.0,10.0,11.25,0.0,11.25
1044,3,0.0,3.0,0.0,3.0,3.38,0.0,3.38
1047,35,0.0,35.0,0.0,35.0,39.38,0.0,39.38
1048,10751,32.0,10719.0,32.0,10719.0,12095.47,36.0,12059.47
1049,3529,16.0,3513.0,16.0,3513.0,3970.32,18.0,3952.32
1050,79,0.0,79.0,0.0,79.0,88.88,0.0,88.88
1051,8569,22.0,8547.0,22.0,8547.0,9640.6,24.75,9615.85
1052,147360,425.0,146935.0,425.0,146935.0,165788.12,478.15,165309.97
1053,57805,221.0,57584.0,221.0,57584.0,65033.81,248.64,64785.17
1054,151,0.0,151.0,0.0,151.0,169.88,0.0,169.88
1055,1132,5.0,1127.0,5.0,1127.0,1273.56,5.63,1267.94
1056,3292,37.0,3255.0,37.0,3255.0,3703.68,41.63,3662.05
1057,7288,39.0,7249.0,39.0,7249.0,8199.4,43.88,8155.52
1061,803,16.0,787.0,16.0,787.0,903.42,18.0,885.42
1062,174,0.0,174.0,0.0,174.0,195.76,0.0,195.76
1064,179,5.0,174.0,5.0,174.0,201.38,5.63,195.76
1065,31,0.0,31.0,0.0,31.0,34.88,0.0,34.88
1066,1,0.0,1.0,0.0,1.0,1.13,0.0,1.13
1067,1,0.0,1.0,0.0,1.0,1.13,0.0,1.13
1070,1,0.0,1.0,0.0,1.0,1.13,0.0,1.13
1072,7,0.0,7.0,0.0,7.0,7.88,0.0,7.88
1117,5,0.0,0.0,0.0,5.0,5.63,0.0,5.63
1134,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1144,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
1167,10,0.0,0.0,10.0,0.0,11.25,11.25,0.0
1202,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
1244,7,0.0,0.0,7.0,0.0,7.88,7.88,0.0
1259,10,0.0,0.0,10.0,0.0,11.25,11.25,0.0
1266,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1269,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
1279,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
1290,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1295,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
1298,7,0.0,0.0,7.0,0.0,7.88,7.88,0.0
1300,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1324,15,0.0,0.0,4.0,11.0,16.88,4.5,12.38
1337,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1340,23,0.0,0.0,0.0,23.0,25.88,0.0,25.88
1345,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
1362,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1423,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1444,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1451,8,0.0,0.0,8.0,0.0,9.0,9.0,0.0
1495,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1506,6,0.0,0.0,5.0,1.0,6.75,5.63,1.13
1508,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
1511,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1518,2,0.0,0.0,1.0,1.0,2.25,1.13,1.13
1520,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1537,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
1558,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1562,10,0.0,0.0,0.0,10.0,11.25,0.0,11.25
1564,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1568,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1570,19,0.0,0.0,3.0,16.0,21.38,3.38,18.0
1577,26,0.0,0.0,22.0,4.0,29.25,24.75,4.5
1579,25,0.0,0.0,23.0,2.0,28.13,25.88,2.25
1580,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1582,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1583,24,0.0,0.0,24.0,0.0,27.0,27.0,0.0
1585,24,0.0,0.0,24.0,0.0,27.0,27.0,0.0
1586,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
1589,16,0.0,0.0,16.0,0.0,18.0,18.0,0.0
1591,49,0.0,0.0,48.0,1.0,55.13,54.0,1.13
1593,12,0.0,0.0,12.0,0.0,13.5,13.5,0.0
1594,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1598,38,0.0,0.0,37.0,1.0,42.75,41.63,1.13
1604,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
1608,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
1615,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1619,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1620,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1625,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1626,23,0.0,0.0,12.0,11.0,25.88,13.5,12.38
1627,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
1629,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
1630,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1635,2,0.0,0.0,1.0,1.0,2.25,1.13,1.13
1636,18,0.0,0.0,11.0,7.0,20.25,12.38,7.88
1638,13,0.0,0.0,3.0,10.0,14.63,3.38,11.25
1641,18,0.0,0.0,2.0,16.0,20.25,2.25,18.0
1645,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1646,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1647,33,0.0,0.0,6.0,27.0,37.13,6.75,30.38
1649,20,0.0,0.0,0.0,20.0,22.5,0.0,22.5
1650,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1651,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1652,59,0.0,0.0,36.0,23.0,66.38,40.5,25.88
1656,8,0.0,0.0,0.0,8.0,9.0,0.0,9.0
1657,8,0.0,0.0,0.0,8.0,9.0,0.0,9.0
1659,122,0.0,0.0,2.0,120.0,137.26,2.25,135.01
1661,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
1662,5,0.0,0.0,0.0,5.0,5.63,0.0,5.63
1663,5,0.0,0.0,0.0,5.0,5.63,0.0,5.63
1664,93,0.0,0.0,3.0,90.0,104.63,3.38,101.25
1665,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1669,11,0.0,0.0,0.0,11.0,12.38,0.0,12.38
1670,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
1671,53,0.0,0.0,3.0,50.0,59.63,3.38,56.25
1674,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
1675,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1677,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1679,9,0.0,0.0,0.0,9.0,10.13,0.0,10.13
1680,83,0.0,0.0,3.0,80.0,93.38,3.38,90.0
1682,10,0.0,0.0,2.0,8.0,11.25,2.25,9.0
1683,4,0.0,0.0,3.0,1.0,4.5,3.38,1.13
1685,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
1689,41,0.0,0.0,0.0,41.0,46.13,0.0,46.13
1690,7,0.0,0.0,0.0,7.0,7.88,0.0,7.88
1692,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1693,31,0.0,0.0,0.0,31.0,34.88,0.0,34.88
1694,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
1695,24,0.0,0.0,0.0,24.0,27.0,0.0,27.0
1697,28,0.0,0.0,0.0,28.0,31.5,0.0,31.5
1699,23,0.0,0.0,0.0,23.0,25.88,0.0,25.88
1700,7,0.0,0.0,0.0,7.0,7.88,0.0,7.88
1701,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
1702,21,0.0,0.0,0.0,21.0,23.63,0.0,23.63
1710,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
1711,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1713,12,0.0,0.0,5.0,7.0,13.5,5.63,7.88
1718,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
1720,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1723,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1725,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
1727,7,0.0,0.0,0.0,7.0,7.88,0.0,7.88
1732,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
1733,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1736,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1741,10,0.0,0.0,0.0,10.0,11.25,0.0,11.25
1773,6,0.0,0.0,6.0,0.0,6.75,6.75,0.0
1774,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1803,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1806,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1816,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
1829,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1834,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1839,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1850,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
1868,12,0.0,0.0,10.0,2.0,13.5,11.25,2.25
1877,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
1878,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1904,6,0.0,0.0,6.0,0.0,6.75,6.75,0.0
1930,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
1937,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
1942,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
1945,8,0.0,0.0,3.0,5.0,9.0,3.38,5.63
1952,6,0.0,0.0,6.0,0.0,6.75,6.75,0.0
1973,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
1977,20,0.0,0.0,20.0,0.0,22.5,22.5,0.0
1980,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
1982,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
1987,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2014,10,0.0,0.0,5.0,5.0,11.25,5.63,5.63
2019,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
2020,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
2023,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
2028,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
2032,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
2038,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
2063,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2068,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
2078,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
2086,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
2090,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2092,8,0.0,0.0,0.0,8.0,9.0,0.0,9.0
2102,9,0.0,0.0,0.0,9.0,10.13,0.0,10.13
2103,2,0.0,0.0,2.0,0.0,2.25,2.25,0.0
2104,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2114,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2133,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
2143,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2148,3,0.0,0.0,2.0,1.0,3.38,2.25,1.13
2153,4,0.0,0.0,4.0,0.0,4.5,4.5,0.0
2234,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
2242,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2250,10,0.0,0.0,10.0,0.0,11.25,11.25,0.0
2257,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
2278,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
2295,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
2300,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
2310,10,0.0,0.0,0.0,10.0,11.25,0.0,11.25
2355,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
2365,4,0.0,0.0,2.0,2.0,4.5,2.25,2.25
2395,8,0.0,0.0,8.0,0.0,9.0,9.0,0.0
2446,5,0.0,0.0,5.0,0.0,5.63,5.63,0.0
2449,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
2465,4,0.0,0.0,0.0,4.0,4.5,0.0,4.5
2469,13,0.0,0.0,13.0,0.0,14.63,14.63,0.0
2500,4,0.0,0.0,3.0,1.0,4.5,3.38,1.13
2506,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2513,3,0.0,0.0,3.0,0.0,3.38,3.38,0.0
2520,31,0.0,0.0,31.0,0.0,34.88,34.88,0.0
2532,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
2544,8,0.0,0.0,0.0,8.0,9.0,0.0,9.0
2545,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2549,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
2550,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2553,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2571,14,0.0,0.0,14.0,0.0,15.75,15.75,0.0
2572,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2577,34,0.0,0.0,0.0,34.0,38.25,0.0,38.25
2584,7,0.0,0.0,7.0,0.0,7.88,7.88,0.0
2589,46,0.0,0.0,0.0,46.0,51.75,0.0,51.75
2603,3,0.0,0.0,0.0,3.0,3.38,0.0,3.38
2610,9,0.0,0.0,0.0,9.0,10.13,0.0,10.13
2612,43,0.0,0.0,0.0,43.0,48.38,0.0,48.38
2613,25,0.0,0.0,0.0,25.0,28.13,0.0,28.13
2619,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
2644,1,0.0,0.0,1.0,0.0,1.13,1.13,0.0
2651,1,0.0,0.0,0.0,1.0,1.13,0.0,1.13
2655,48,0.0,0.0,0.0,48.0,54.0,0.0,54.0
2656,15,0.0,0.0,0.0,15.0,16.88,0.0,16.88
2658,2,0.0,0.0,0.0,2.0,2.25,0.0,2.25
2663,22,0.0,0.0,14.0,8.0,24.75,15.75,9.0
2671,30,0.0,0.0,0.0,30.0,33.75,0.0,33.75
2682,8,0.0,0.0,6.0,2.0,9.0,6.75,2.25
2698,6,0.0,0.0,0.0,6.0,6.75,0.0,6.75
